,scientific_name,decimalLongitude,decimalLatitude
1349,Waisiuconcha helios,152.58185,-3.319633
1350,Werneria iboundji,11.78,-1.145
1351,Werneria tandyi,9.83333,5.0
1352,Wollastonaria klausgrohi,,
1353,Wolterstorffina chirioi,10.529722,6.21
1354,Xanthophryne tigerina,74.089996,16.040001
1355,Xenocypris yunnanensis,103.0,25.0
1356,Xenopus lenduensis,30.861267,1.985567
1357,Xenotoca doadrioi,-104.11967,20.823612
1358,Xenotyphlops grandidieri,,
1359,Xerosecta giustii,,
1360,Xyrauchen texanus,-108.55,39.06389
1361,Xysticus grohi,,
1362,Zaglossus attenboroughi,,
1363,Zaumia kusceri,,
1364,Zenarchopterus robertsi,147.869474,-8.912109
1365,Zephyrarchaea robinsi,118.3,-34.4
1366,Zingel asper,7.14069,47.37795
1367,Zoma zoma,,
1368,Zonites embolium,,
1369,Zonites nautarum,,
1370,Zoosphaerium darthvaderi,47.2767,-18.1683
1371,Zoosphaerium piligerum,47.943333,-18.421667
1372,Zoosphaerium tampolo,49.4233,-17.2867
1373,Zosterops albogularis,167.95,-29.03
1374,Zosterops nehrkorni,,
1375,Zubovskya banatica,22.083333,45.083333
1376,Zyzomys palatalis,137.681175,-17.198543
1377,Aaadonta constricta,,
1378,Abronia aurita,,
1379,Abronia deppii,-99.50343598706948,17.555706073864624
1380,Abronia fuscolabialis,-96.57809326611124,17.593212815933526
1381,Abronia graminea,-97.324843,18.71564
1382,Abronia matudai,-92.123611,15.126389
1383,Abronia montecristoi,-89.366667,14.416667
1384,Acanthaeschna victoria,153.1667,-27.4667
1385,Acanthochelys pallidipectoris,-64.401367,-16.277102
1386,Acanthodactylus blanci,9.999667,33.999333
1387,Acanthogobius insularis,,
1388,Acanthoxia aculeus,,
1389,Accipiter gundlachi,-82.761944,22.813056
1390,Acerodon humilis,126.79,4.01
1391,Acheilognathus cyanostigma,136.03898,35.237962
1392,Achondrostoma occidentale,-9.218343,38.967985
1393,Aciagrion fasciculare,106.724,-6.474
1394,Acipenser transmontanus Kootenai River subpopulation,,
1395,Acizzia mccarthyi,,
1396,Acrocephalus aequinoctialis,-159.33333,3.86667
1397,Acrocephalus sorghophilus,119.588333,39.931667
1398,Acrodipsas illidgei,153.38444,-27.51611
1399,Acropora rudis,,
1400,Acrostira tamarani,-15.684131,28.115116
1401,Acroteriobatus leucospilus,32.966667,-26.016666
1402,Actenoides bougainvillei,159.97556,-9.633056
1403,Actinella carinofausta,,
1404,Adelocosa anops,,
1405,Adelopoma stolli,-91.242778,15.879167
1406,Adelphicos ibarrorum,,
1407,Adenomus kandianus,80.42676,6.751534
1408,Aepypodius bruijnii,130.76,-0.09
1409,Aerotegmina taitensis,,
1410,Aethopyga duyvenbodei,125.52,3.53
1411,Aetobatus narinari,-78.858333,8.458333
1412,Aetomylaeus milvus,110.294621,20.055475
1413,Africanogyrus starmuehlneri,,
1414,Africocypha varicolor,13.29,-1.66
1415,Afrixalus clarkei,35.6333,7.2333
1416,Afrixalus knysnae,23.033,-34.033
1417,Afrophisis pseudoflagellata,,
1418,Afrophlaeoba longicornis,,
1419,Afropomus balanoidea,,
1420,Agabus clypealis,31.15,61.66
1421,Agabus godmanni,-28.71946,38.59061
1422,Agalychnis medinae,-67.68444,10.34944
1423,Agelaius tricolor,-122.08817,37.63473
1424,Aglaiocercus berlepschi,-66.0,8.0
1425,Agriocnemis ruberrima ssp. ruberrima,,
1426,Agrotis arenivolans,0.0,0.0
1427,Agrotis epicremna,,
1428,Agrotis infusa,147.07,-38.1
1429,Aguarunichthys tocantinsensis,,
1430,Ahaetulla perroteti,76.517029,11.25047
1431,Ailurus fulgens,102.805475,30.263803
1432,Alasmidonta arcula,-82.115121,31.94513
1433,Alasmidonta triangulata,-84.86381,30.708803
1434,Alburnus attalus,,
1435,Alburnus carinatus,,
1436,Alburnus qalilus,,
1437,Alburnus schischkovi,27.706722,42.229222
1438,Alcalus mariae,117.6896,8.7503
1439,Alcelaphus buselaphus ssp. lelwel,36.317159,-0.492467
1440,Alcolapia alcalicus,,
1441,Alestopetersius nigropterus,15.5,-3.0
1442,Algansea amecae,-104.070067,20.469725
1443,Algansea avia,-104.583333,21.166667
1444,Algyroides marchi,-2.95441,38.04609
1445,Allobates alessandroi,-71.433333,-13.166667
1446,Allobates ignotus,-73.183101,10.391593
1447,Allobates kingsburyi,-77.865022,9.107136
1448,Allobates picachos,,
1449,Allochrocebus preussi,8.7667,3.45
1450,Allochrocebus preussi ssp. preussi,10.13333,3.8
1451,Allocnemis montana,,
1452,Allodontichthys hubbsi,-103.317003,19.598363
1453,Allotoca dugesii,-101.19543,20.564738
1454,Alluviobolus antanosy,47.22028,-24.436666
1455,Aloeides barbarae,31.053194,-25.788422
1456,Aloeides lutescens,19.43,-33.63
1457,Alopecoenas canifrons,134.50833,7.34167
1458,Alopecoenas kubaryi,151.83847,7.440461
1459,Alopecoenas sanctaecrucis,166.86992,-15.546656
1460,Alopias pelagicus,120.305066,22.57361
1461,Alouatta palliata ssp. coibensis,-81.793892,7.46
1462,Alouatta palliata ssp. palliata,-87.883301,15.5167
1463,Alouatta pigra,-89.0075,20.597222
1464,Alpheus cyanoteles,104.0086,1.8628
1465,Alsodes neuquensis,-71.05771,-37.85766
1466,Alsodes valdiviensis,-72.87682,-39.800375
1467,Alsodes verrucosus,-71.81,-41.04
1468,Alsophis sanctonum,-61.581903,15.866421
1469,Altiphrynoides malcolmi,40.016666,6.983333
1470,Alveopora minuta,123.680433,-5.387
1471,Alviniconcha boucheti,173.915,-16.991667
1472,Alviniconcha marisindica,70.04,-25.3195
1473,Alytes muletensis,3.035574,39.91711
1474,Alzoniella delmastroi,,
1475,Alzoniella finalina,,
1476,Amatitlania myrnae,-83.592061,9.935839
1477,Amazilia boucardi,-84.635342,9.787351
1478,Amazona agilis,-78.33907,18.298134
1479,Amazona oratrix,-95.2,17.983333
1480,Amblyeleotris neglecta,34.952,29.54
1481,Amblyrhynchus cristatus ssp. venustissimus,-89.662639,-1.349594
1482,Ambystoma altamirani,-99.387778,19.325278
1483,Ambystoma granulosum,-99.758333,19.304444
1484,Amedegnatiana vicheti,2.73216,43.36098
1485,Ameerega cainarachi,-76.180556,-6.616667
1486,Ameerega yoshina,,
1487,Ameivula abaetensis,,
1488,Amietia inyangae,,
1489,Ammobates melectoides,23.08296,40.76338
1490,Amolops cucae,,
1491,Amolops hongkongensis,114.152469,22.24835
1492,Ampelita fulgurata,49.933333,-15.416667
1493,Amphicnemis amabilis,117.8667,0.8333
1494,Amphicnemis billitonis,107.9167,-2.833
1495,Amphicnemis mariae,117.9,1.1667
1496,Amphidromus cognatus,130.65,-11.4333
1497,Amphilius caudosignatus,13.545555,-1.537222
1498,Amphilius sp. nov. 'Kokoulo River',,
1499,Amphinotus nymphula,55.41889,-4.64251
1500,Amphisbaena lumbricalis,,
1501,Amphisbaena uroxena,,
1502,Amplirhagada questroana,128.0,-16.0
1503,Anabarilius polylepis,,
1504,Anablepsoides luitalimae,-64.675,-9.355833
1505,Anadia blakei,,
1506,Anadia pamplonensis,-72.647681,7.37285
1507,Anadrymadusa retowskii,33.885866,44.696716
1508,Anagastina scutarica,,
1509,Anaglyptus praecellens,,
1510,Anatemnus seychellesensis,,
1511,Anepsiozomus sobrinus,,
1512,Anisolabis scotti,,
1513,Anodonthyla emilei,47.41061,-21.331205
1514,Anodonthyla jeanbai,,
1515,Anodonthyla rouxae,48.41666,-18.93333
1516,Anolis bitectus,-79.432861,-1.160607
1517,Anolis inexpectatus,-74.87133,20.630486
1518,Anolis johnmeyeri,-88.22515387854317,15.510785903868314
1519,Anolis pseudokemptoni,-81.779999,8.52
1520,Anolis pygmaeus,-93.666667,17.0
1521,Anolis rejectus,-75.6333,20.0167
1522,Anolis rubribarbus,-75.104518,20.618041
1523,Anolis sheplani,-70.6856,18.8256
1524,Anolis yoroensis,-87.75,15.35
1525,Anomaloglossus blanci,-52.1005,4.5161
1526,Anonconotus sibyllinus,13.21,42.95
1527,Anotomys leander,-78.116669,0.05
1528,Ansonia phuketensis,98.313198,7.967233
1529,Ansonia teneritas,114.66647,3.03292
1530,Anthicus sacramento,,
1531,Anthus sokokensis,39.17,-6.8675
1532,Antrobia culveri,,
1533,Apamea sphagnicola,,
1534,Aphanius stiassnyae,40.833333,13.166667
1535,Aphistogoniulus aridus,46.157222,-24.758333
1536,Aphistogoniulus infernalis,46.86164,-24.77169
1537,Aphistogoniulus sanguineus,46.7317,-24.57
1538,Aphyosemion alpha,,
1539,Aphyosemion bamilekorum,,
1540,Aphyosemion franzwerneri,10.1,3.95
1541,Aphyosemion lugens,,
1542,Aphyosemion poliaki,,
1543,Aphyosemion volcanum,,
1544,Aplocheilus dayi,79.868721,6.935352
1545,Aplonis santovestris,,
1546,Apostolepis arenaria,,
1547,Apostolepis quirogai,,
1548,Apozomus gerlachi,,
1549,Apricaphanius baeticus,-6.188,36.922
1550,Aquila nipalensis,32.217377,-27.682783
1551,Arabitragus jayakari,,
1552,Arachnochium kulsiense,,
1553,Arawacus aethesa,,
1554,Archaius tigris,55.5,-4.6833
1555,Archilestes tuberalatus,,
1556,Arcidens wheeleri,-93.042458,34.164829
1557,Arcyptera alzonai,7.061818,44.566574
1558,Ardea occidentalis,-81.498418,24.671532
1559,Aresceutica morogorica,37.65,-7.11
1560,Arethusana aksouali,,
1561,Argia acridens,-79.02889,-0.313611
1562,Argyrodes chionus,,
1563,Argyrosomus thorpei,31.0,-29.883333
1564,Arinia biplicata,,
1565,Aristelliger nelsoni,-83.930099,17.408199
1566,Arnoldichthys spilopterus,7.363889,5.119444
1567,Aromobates ericksonae,,
1568,Aromobates ornatissimus,-70.139999,9.7
1569,Arrhyton tanyplectum,-83.7442,22.7088
1570,Arthroleptides yakusini,37.666667,-7.166667
1571,Arthroleptis fichika,38.512833,-4.8291
1572,Arthroleptis nlonakoensis,,
1573,Arthroleptis tanneri,38.5,-4.75
1574,Artisornis sousae,,
1575,Asellus aquaticus ssp. carniolicus,,
1576,Asiagomphus amamiensis ssp. amamiensis,,
1577,Asiagomphus coreanus,,
1578,Asiagomphus yayeyamensis,124.160344,24.424029
1579,Aslauga australis,31.05,-29.854167
1580,Aspidura drummondhayi,80.530014,6.875419
1581,Aspiolucius esocinus,,
1582,Astacopsis gouldi,145.611037,-41.068621
1583,Asthenocnemis linnaei,119.9928,10.5561
1584,Astroblepus mariae,-72.718473,5.407065
1585,Astyanax daguae,-76.931091,3.87084
1586,Astylosternus laurenti,9.9006,4.9197
1587,Astylosternus ranoides,10.06667,5.73333
1588,Ataeniobius toweri,-99.989029,21.943572
1589,Ateles chamek,-60.666664,2.583333
1590,Ateles geoffroyi,-92.952806,17.548102
1591,Ateles marginatus,-119.594444,34.438611
1592,Atelopus andinus,,
1593,Atelopus elegans,-78.183985,2.966997
1594,Atelopus exiguus,-79.116667,-3.1
1595,Atelopus longibrachius,-76.419212,3.860162
1596,Atelopus marinkellei,,
1597,Atelopus nahumae,-74.0451,11.11069
1598,Atelopus oxapampae,,
1599,Ateuchus ambiguus,,
1600,Atherinella ammophila,-95.193333,18.378333
1601,Atherinella venezuelae,-67.654993,10.238755
1602,Atheris mabuensis,37.037914,-15.411083
1603,Atlantihyla spinipollex,-86.8,15.7833
1604,Atlantoraja cyclophora,-58.520065,-34.649658
1605,Atlapetes pallidiceps,-78.96603,-2.936322
1606,Atractus caete,,
1607,Atractus duboisi,-77.8833,-0.45
1608,Atractus ronnie,,
1609,Atractus thalesdelemai,,
1610,Atrichornis rufescens,153.271554,-28.384381
1611,Atropoides indomitus,-86.22,15.38
1612,Aulacorhynchus huallagae,-77.3,-8.28
1613,Aulopyge huegelii,16.89825,43.82294
1614,Australobius inflatitarsis,,
1615,Austroaeschna cooloola,153.45984,-27.53277
1616,Austroaeschna muelleri,148.2,-25.05
1617,Austrofundulus myersi,-74.666667,9.0
1618,Austrolebias camaquensis,-52.65889,-30.96778
1619,Austropotamobius pallipes,-3.021287,51.689809
1620,Avahi betsileo,,
1621,Avahi mooreorum,50.031857,-15.658362
1622,Axis porcinus,80.0,28.0
1623,Babina subaspera,129.4825,28.37472
1624,Bachia didactyla,,
1625,Baetica ustulata,-3.36667,37.0667
1626,Balaena mysticetus East Greenland-Svalbard-Barents Sea subpopulation,,
1627,Balaenoptera borealis,-54.258889,47.250833
1628,Balaenoptera physalus Mediterranean subpopulation,,
1629,Barbatula samantica,,
1630,Barbodes dunckeri,100.89323,5.66985
1631,Barbodes umalii,124.222497,8.088905
1632,Barbus caninus,8.89015,45.97471
1633,Barilius canarensis,75.569771,12.960644
1634,Barisia rudicollis,-99.955,18.868333
1635,Basileuterus griseiceps,-64.207344,10.417079
1636,Batasio sharavatiensis,,
1637,Bathyacmaea jonassoni,173.483333,-18.833333
1638,Bathygobius burtoni,8.8,3.75
1639,Bathymodiolus puteoserpentis,-84.9,26.076667
1640,Bathyraja griseocauda,-60.6667,-46.8333
1641,Batrachoseps campi,-117.96629410673417,36.62695588033905
1642,Batrachuperus yenyuanensis,101.51667,27.43333
1643,Bavayia goroensis,166.96056,-22.27639
1644,Bavayia nubila,,
1645,Bavayia sauvagii,167.552307,-21.195582
1646,Bayadera ishigakiana,123.855475,24.305438
1647,Beddomeia fallax,146.13193,-41.32943
1648,Bedotia geayi,45.0,-30.0
1649,Bedotia longianalis,49.433333,-17.416667
1650,Bedotia marojejy,49.716667,-14.633333
1651,Belgrandia lusitanica,,
1652,Belgrandiella aulaei,,
1653,Bellamya contracta,32.616667,0.116667
1654,Benitochromis conjunctus,10.403839,3.074504
1655,Benitochromis nigrodorsalis,9.254861,4.066583
1656,Benitochromis ufermanni,8.9417,5.9333
1657,Beringraja pulchra,140.99675,43.19323
1658,Betiscoides parva,18.35,-34.166667
1659,Betta albimarginata,116.725,-0.375
1660,Betta channoides,,
1661,Betta foerschi,,
1662,Betta livida,0.0,0.0
1663,Betta patoti,116.833333,-1.25
1664,Betta pi,101.962363,6.18176
1665,Betta schalleri,107.60169,-2.701976
1666,Betta tomi,103.9568,1.8685
1667,Betta waseri,103.360001,3.64
1668,Bhutanitis ludlowi,91.466667,27.583334
1669,Biantes minimus,,
1670,Biomphalaria tchadiensis,,
1671,Bithynia pesicii,,
1672,Bithynia skadarskii,,
1673,Bitis albanica,,
1674,Biwia yodoensis,135.7267,34.9331
1675,Blommersia nataliae,,
1676,Boana palaestes,-73.9,-12.666667
1677,Boetersiella sturmi,-4.1381,37.162
1678,Boiga andamanensis,92.528354,10.615344
1679,Boiga saengsomi,,
1680,Bolitoglossa anthracina,-82.259244,9.339525
1681,Bolitoglossa copinhorum,-87.811397,14.153547
1682,Bolitoglossa cuna,-78.994,9.341667
1683,Bolitoglossa diaphora,-88.2167,15.5
1684,Bolitoglossa engelhardti,-91.192946,14.559409
1685,Bolitoglossa flavimembris,-91.916667,15.033333
1686,Bolitoglossa gomezi,-82.91473459678072,8.731996213381324
1687,Bolitoglossa heiroreias,-89.3498578399676,14.417558295479452
1688,Bolitoglossa indio,-83.880217,11.04855
1689,Bolitoglossa la,,
1690,Bolitoglossa magnifica,-82.50423,8.80594
1691,Bolitoglossa meliana,-90.2,15.21
1692,Bolitoglossa mucuyensis,-71.06472,8.621667
1693,Bolitoglossa omniumsanctorum,-91.845578,14.878631
1694,Bolitoglossa pacaya,,
1695,Bolitoglossa porrasorum,-87.57,15.17
1696,Bolitoglossa sooyorum,-83.84259046030284,9.632663808434227
1697,Bolitoglossa tatamae,-76.021687,5.082108
1698,Bolitoglossa tenebrosa,-89.671389,15.114166999524446
1699,Bolitoglossa xibalba,-91.441228,15.570678
1700,Bolitoglossa zapoteca,-95.891667,16.288889
1701,Bombus brachycephalus,-97.10222,18.85444
1702,Bombus dahlbomii,-71.7222,-38.2328
1703,Bombus haueri,-96.71361,17.06189
1704,Bombus reinigiellus,-3.3892,37.10554
1705,Boninena callistoderma,,
1706,Boninena ogasawarae,142.130229,27.0518
1707,Boophis anjanaharibeensis,,
1708,Boophis boehmei,47.387837,-21.266285
1709,Boophis feonnyala,48.413565,-18.932943
1710,Boophis haingana,,
1711,Boophis laurenti,47.2,-19.416667
1712,Boophis narinsi,47.426217,-21.243867
1713,Boophis rhodoscelis,18.93333,46.93333
1714,Boophis sandrae,48.594882,-18.930859
1715,Boophis solomaso,48.49162,-18.99906
1716,Bos javanicus,110.0,-7.4
1717,Botaurus poiciloptilus,152.537863,-27.476039
1718,Bothriechis thalassinus,-88.92,15.1
1719,Bothriembryon praecelcus,,
1720,Bothrops lanceolatus,-46.6167,-23.5333
1721,Bothrops pirajai,-39.369632,-13.920362
1722,Boucardicus carylae,46.816667,-24.566667
1723,Boucardicus curvifolius,46.956944,-24.966667
1724,Boucardicus divei,46.816667,-24.566667
1725,Boucardicus magnilobatus,46.816667,-24.566667
1726,Boucardicus randalanai,47.183333,-24.466667
1727,Boulengerula changamwensis,39.633333,-4.016667
1728,Boulengerula taitana,38.613183,-3.16611
1729,Bracenica spiridoni,,
1730,Brachmia infuscatella,-28.62058,38.53345
1731,Brachylophus bulabula,178.0,-18.0
1732,Brachylophus gau,179.28668,-18.04053
1733,Brachymystax savinovi,137.240005,49.209999
1734,Brachyopa grunewaldensis,6.39056,43.34099
1735,Brachyopa silviae,,
1736,Brachypelma baumgarteni,-102.334437,18.574285
1737,Brachypelma schroederi,,
1738,Bradypodion caeruleogula,31.471459,-28.848171
1739,Bradypodion thamnobates,29.974667,-29.3075
1740,Bradytriton silus,-91.25796657809997,15.884140345214046
1741,Branchinecta longiantenna,-121.951,37.9234
1742,Branchinella alachua,-81.820679,26.642549
1743,Brephulopsis subulata,34.308633,44.827251
1744,Brevitrygon javaensis,,
1745,Bromeliohyla dendroscarta,-96.841667,18.875
1746,Brookesia bekolosy,,
1747,Brookesia dentata,48.458333,-18.85
1748,Brookesia karchei,,
1749,Brookesia minima,49.166666,-12.538333
1750,Brookesia peyrierasi,49.76666,-15.5
1751,Brookesia tristis,49.333332,-12.316667
1752,Brotia pageli,,
1753,Brycinus brevis,-0.833419,6.083333
1754,Brycinus luteus,0.954233,10.904783
1755,Bryconalestes derhami,,
1756,Brycon gouldingi,-49.2,-1.933333
1757,Brycon labiatus,-76.5019,3.1972
1758,Bryophryne cophites,-71.6,-13.188889
1759,Bubalus depressicornis,125.215904,1.432736
1760,Bubo blakistoni,126.560278,43.850833
1761,Bufo ailaoanus,,
1762,Bufoides meghalayanus,,
1763,Bulimulus cucullinus,,
1764,Bulimulus olla,,
1765,Bulimulus planospira,,
1766,Bulinus obtusus,,
1767,Bunomys coelestis,119.948661,-5.308463
1768,Buprestis splendens,16.130321,39.860279
1769,Buteogallus coronatus,-59.333332,-22.083334
1770,Bythinella carinulata,3.45681,46.54409
1771,Bythinella zyvionteki,,
1772,Bythiospeum clessini,9.372711,48.950127
1773,Bythiospeum klemmi,4.47185,43.94934
1774,Bythiospeum lamperti,,
1775,Bythiospeum noricum,,
1776,Bythiospeum taxisi,,
1777,Cacosternum thorini,26.942778,-32.58
1778,Cairnsichthys rhombosomoides,145.916,-17.366
1779,Calamaria acutirostris,121.65,-8.8333
1780,Calamaria yunnanensis,,
1781,Calamodontophis ronaldoi,,
1782,Caledoniscincus auratus,164.339908,-20.535358
1783,Caledoniscincus pelletieri,,
1784,Calicnemis latreillei,3.122,42.133
1785,Calidris tenuirostris,145.77,-16.92
1786,Callicebus coimbrai,,
1787,Callidium libani,,
1788,Callimedusa perinesos,-77.616667,-0.116667
1789,Calliophis haematoetron,80.707706,7.500727
1790,Calliphona gomerensis,-17.200167,28.13335
1791,Callistomys pictus,,
1792,Callogobius amikami,36.683834,25.598017
1793,Calopteryx exul,-2.051254,34.506276
1794,Calopteryx syriaca,36.43468,33.58614
1795,Calotes manamendrai,,
1796,Calotes paulus,,
1797,Calumma andringitraense,,
1798,Calumma gallus,48.834483,-18.970685
1799,Calumma globifer,47.882548,-18.406728
1800,Calumma vencesi,,
1801,Calyptommatus leiolepis,,
1802,Calyptommatus sinebrachiatus,,
1803,Cambarus cracens,-85.9774,34.3309
1804,Cambarus harti,-82.96237,34.37038
1805,Cambarus speleocoopi,-86.375278,34.5025
1806,Canariella eutropis,-14.50192,28.0733
1807,Canis simensis,39.450001,7.916667
1808,Canthigaster cyanetron,-109.429042,-27.139388
1809,Canthigaster sanctaehelenae,-1.580238,4.980633
1810,Cantrainea jamsteci,127.6335,28.4057
1811,Capoeta mauricii,31.780001,37.75
1812,Capra caucasica,41.592865,43.383343
1813,Caprolagus hispidus,83.916672,27.450001
1814,Carasobarbus exulatus,48.869999,15.68
1815,Carcharhinus acronotus,-88.886653,30.389611
1816,Carcharhinus dussumieri,103.85,1.28333
1817,Carcharhinus obscurus,11.83333,-66.75
1818,Carcharhinus plumbeus,-65.05931,32.089174
1819,Cardioglossa alsco,,
1820,Cardioglossa oreas,10.06667,5.73333
1821,Cardioglossa venusta,9.91667,5.51667
1822,Carettochelys insculpta,143.433,-8.5
1823,Caridina holthuisi,121.2595,-2.4743
1824,Caridina mindanao,,
1825,Carinigera lophauchena,22.469928,40.821215
1826,Carinigera pharsalica,,
1827,Carpodectes antoniae,-83.3,8.55
1828,Caseolus calvus,,
1829,Catharopeza bishopi,-61.163919,13.278524
1830,Catostomus santaanae,-118.094657,34.011508
1831,Ceblepyris cucullatus,,
1832,Cebus capucinus ssp. capucinus,-76.271111,3.538333
1833,Cebus malitiosus,-74.133333,11.25
1834,Cedrorum azoricus,-25.08719,36.97898
1835,Celatiscincus similis,164.5475,-20.759722
1836,Celestus barbouri,-77.507142,18.041683
1837,Celestus darlingtoni,-70.68333,18.8
1838,Celestus hewardi,-77.6583,18.3722
1839,Celestus maculatus,-79.807611,19.716697
1840,Celestus montanus,,
1841,Celsiella vozmedianoi,,
1842,Cenemus silhouette,,
1843,Centrochelys sulcata,35.912109,17.37198
1844,Centrolene ballux,-78.726111,-0.245278
1845,Centrolene huilense,-77.500867,-0.698778
1846,Centrolene medemi,-77.6,-0.1
1847,Centrolene scirtetes,-78.766667,-0.033333
1848,Centrophorus granulosus,-9.217,38.4
1849,Centrophorus isodon,115.169998,-8.75
1850,Centrophorus longipinnis,116.583,-8.75
1851,Centrophorus squamosus,-20.031784,63.357019
1852,Centrophorus uyato,-85.75,28.82
1853,Cephalocassis manillensis,121.2367,14.198443
1854,Cephalophus jentinki,-7.364054,5.927113
1855,Cephalophus spadix,38.25,-4.66667
1856,Cephalorhynchus hectori,174.4041,-40.876
1857,Ceratophora aspera,80.301001,6.063131
1858,Ceratophora tennentii,80.679989,7.552531
1859,Ceratophyus rossii,10.297371,43.711661
1860,Cercocebus chrysogaster,23.47752,-4.73565
1861,Cercocebus sanjei,36.71579,-7.620874
1862,Cercopithecus cephus ssp. ngottoensis,18.017,3.883
1863,Cercopithecus dryas,25.57,-2.09
1864,Cercopithecus erythrogaster ssp. pococki,,
1865,Cercopithecus mitis ssp. kandti,28.866671,-1.55
1866,Cercopithecus nictitans ssp. insolitus,,
1867,Cercopithecus nictitans ssp. stampflii,-7.5333,6.2833
1868,Ceriagrion citrinum,2.155191,6.383799
1869,Ceriana glaebosa,32.75,34.889999
1870,Cetorhinus maximus,149.916,-37.066
1871,Ceylonosticta anamia,80.620003,6.46
1872,Ceylonosticta bine,80.410004,6.98
1873,Ceylonosticta hilaris,80.480003,6.93
1874,Ceylonosticta montana,10.017,5.867
1875,Ceylonosticta submontana,80.82,7.29
1876,Ceylonosticta walli,80.82,7.3
1877,Ceylonthelphusa armata,,
1878,Ceylonthelphusa diva,,
1879,Chaerephon solomonis,159.333597,-8.261932
1880,Chaetodontoplus vanderloosi,,
1881,Chaetostoma daidalmatos,,
1882,Chaetostoma loborhynchos,,
1883,Chaetostoma stannii,-73.85862,2.196488
1884,Chaetostoma yurubiense,-68.28,10.3
1885,Chalcides parallelus,-2.7306,35.1097
1886,Chalcidoseps thwaitesi,80.697318,7.523461
1887,Champsochromis spilorhynchus,34.883333,-14.016667
1888,Characodon audax,-104.580555,24.276389
1889,Charadrahyla nephila,-94.751111,16.789444
1890,Charadrahyla trux,-100.19,17.45
1891,Charagotettix lucubensis,,
1892,Charpentieria grohmanniana,,
1893,Charpentieria nobilis,,
1894,Chasmistes brevirostris,-122.216423,42.361057
1895,Cheilinus undulatus,-170.684248,-14.273513
1896,Cheilosia alpestris,7.36122,44.06147
1897,Cheilosia aristata,6.80967,46.13413
1898,Cheilosia barbafacies,,
1899,Cheilosia clama,7.02472,47.93114
1900,Cheilosia crassiseta,6.81197,44.33086
1901,Cheilosia gagatea,6.74476,46.20469
1902,Cheilosia herculana,,
1903,Cheilosia iberica,-5.63438,40.40633
1904,Cheilosia ingerae,19.699,68.7768
1905,Cheilosia kerteszi,21.917424,43.373139
1906,Cheilosia laeviventris,,
1907,Cheilosia lenta,,
1908,Cheilosia loewi,6.10082,47.08199
1909,Cheilosia montana,11.7457,47.6455
1910,Cheilosia nivalis,11.7835,47.6666
1911,Cheilosia pedestris,,
1912,Cheilosia pini,,
1913,Cheilosia tonsa,,
1914,Cheilosia venosa,,
1915,Cheiracanthium jorgeense,-27.8985,38.59079
1916,Cheirogaleus lavasoensis,,
1917,Cheirogaleus thomasi,,
1918,Chelonia mydas,-90.274444,-0.456111
1919,Chelonoidis chathamensis,-89.556224,-0.863352
1920,Chelonoidis vicina,-91.06867,-0.803527
1921,Cherbezatina integra,,
1922,Cherbezatina micropunctata,,
1923,Cherbezatina pinguis,,
1924,Chersobius boulengeri,23.11667,-31.4
1925,Chersodromus rubriventris,-98.989998,21.385279
1926,Chetia mola,29.02571,-10.46165
1927,Chilabothrus granti,-64.655686,18.391124
1928,Chilatherina axelrodi,141.133333,-2.966667
1929,Chilatherina pagwiensis,143.02377,-3.87436
1930,Chiloglanis dialloi,-9.52436,8.7204
1931,Chiloglanis kolente,-12.78046,10.00333
1932,Chiloglanis longibarbis,-9.52436,8.7204
1933,Chiloglanis niger,10.015626,6.307931
1934,Chiloglanis nzerekore,-8.55458,7.54747
1935,Chiloglanis polyodon,,
1936,Chiloscyllium hasselti,99.883333,11.8
1937,Chinchaysuyoa ortegai,-80.524444,-4.646667
1938,Chinchilla lanigera,-71.26667,-29.9
1939,Chirixalus trilaksonoi,106.720125,-6.45249
1940,Chiropotes satanas,-56.450001,3.116667
1941,Chiropterotriton magnipes,-99.07,21.32
1942,Chiropterotriton miquihuanus,-99.623623,23.976517
1943,Chirostoma attenuatum,-101.64127,19.549299
1944,Chirostoma lucius,-102.778698,20.345815
1945,Chirostoma promelas,-102.778698,20.345815
1946,Chitra indica,68.857383,27.777778
1947,Chlidonias albostriatus,175.150536,-36.821762
1948,Chlorocypha schmidti,,
1949,Chlorogomphus canhvang,107.485,16.064
1950,Chlorolestes apricans,27.434235,-32.578642
1951,Chloropsis cochinchinensis,95.669311,27.291031
1952,Chloropsis sonnerati,98.5,3.34
1953,Choeropsis liberiensis,-6.958288,5.328712
1954,Chondrostoma fahirae,,
1955,Chondrostoma phoxinus,16.89825,43.82294
1956,Chorthippus ferdinandi,,
1957,Chorthippus relicticus,,
1958,Chromidotilapia cavalliensis,-8.335833,6.575833
1959,Chromomastax jagoi,,
1960,Chrosomus saylori,-85.243031,35.414625
1961,Chrysichthys aluuensis,6.867,4.917
1962,Chrysobatrachus cupreonitens,28.861667,-3.216167
1963,Chrysocolaptes erythrocephalus,118.7333,9.7333
1964,Chrysogaster rondanii,-0.11953,48.20883
1965,Chrysoritis aureus,28.35,-26.48
1966,Chrysospalax trevelyani,27.216667,-32.783333
1967,Cichlopsis leucogenys,-78.860607,0.029687
1968,Cicindela puritana,-76.51444,38.525
1969,Ciconia stormi,101.3083,0.1083
1970,Cipangopaludina dianchiensis,,
1971,Circus maillardi,46.831154,-18.777403
